시장명,최종주소,X,Y,store_num,Bus_st_num,Ur_rail_nu,Bus_te_num,spot_num_3,univ_num_1,ur_park_num,Cul_hall_n,Mart_num_1,parking_num,parking_car_num,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt,매출액
전통중앙도매상가,대전광역시 동구 원동 20-49,127.4337011,36.3298202,120,178,3,1,3,0,0,1,0,8,1241,82,222446,33,3884,57,59.99068045
중앙도매시장,대전광역시 동구 대전로 783,127.4331907,36.3295474,104,180,3,1,3,0,0,1,0,8,1241,84,222446,33,3884,57,59.99068045
운수대통 생거진천전통시장,충청북도 진천군 진천읍 원덕로390,127.4512102,36.8601919,73,35,0,2,0,0,0,1,0,0,0,73,83621,3,208,402,59.94942148
진천중앙시장,충청북도 진천군 진천읍 중앙동6길 23,127.4423747,36.8568615,54,79,0,2,0,0,0,1,0,0,0,64,83621,3,208,402,59.94942148
부강상가시장,충청북도 단양군 단양읍 별곡7길 4,128.3700796,36.9850725,24,38,0,2,0,0,0,1,0,6,482,23,29239,8,504,58,59.93221437
등마루시장,서울특별시 강서구 화곡로68길 120,126.8602703,37.5566568,60,118,0,0,5,0,0,0,1,0,0,60,581909,15,1368,425,59.71953086
군위전통시장,경상북도 군위군 군위읍 서부리 18-1,128.5679079,36.239723,62,0,0,2,0,0,0,1,0,1,10,52,23299,8,52,448,59.65117148
가야벽산상가,부산광역시 부산진구 엄광로 68,129.024391,35.1466738,52,6,2,0,6,1,0,0,1,0,0,61,359375,52,10181,35,59.3714025
봉평전통시장(봉평시장),강원도 평창군 봉평면 허생원장터길15,128.3772595,37.615565,57,8,0,0,2,0,0,0,0,5,671,57,41665,4,302,138,59.35053671
단양구경시장(단양인정시장),충청북도 단양군 단양읍 도전5길 31,128.3699323,36.9824956,120,40,0,2,0,0,0,1,0,5,445,120,29239,8,504,58,59.33743587
청학시장,부산광역시 영도구 태종로 316번길 1,129.0602656,35.0966985,53,0,0,0,9,0,0,1,1,3,188,101,113621,6,968,117,59.30876236
산청시장,경상남도 산청군 산청읍 중앙로 16-1,127.8763556,35.4153363,83,0,0,2,0,0,1,1,0,9,151,77,34895,6,256,136,59.28464666
양산남부시장상가,경상남도 양산시 장터3길 7,129.0370438,35.3433818,115,88,0,2,2,0,0,1,1,10,390,122,351797,7,768,458,59.15963939
예천맛고을시장,경상북도 예천군 예천읍 맛고을길 57,128.4548425,36.6569198,90,34,0,2,0,0,0,1,0,0,0,76,55558,1,76,731,59.11867148
예천상설장시장,경상북도 예천군 예천읍 동본리 553,128.4563808,36.6560307,82,32,0,2,0,0,0,1,0,0,0,76,55558,1,76,731,59.11867148
예천중앙시장,경상북도 예천군 예천읍 시장로127,128.4578209,36.6574401,65,34,0,2,0,0,0,1,0,0,0,76,55558,1,76,731,59.11867148
성주시장,경상북도 성주군 성주읍 시장길43,128.2851428,35.9144433,45,47,0,2,0,0,0,1,0,2,209,45,43225,3,94,460,58.9293443
여수서시장주변시장,전라남도 여수시 서교2길 2-7,127.7285706,34.7409557,240,84,0,1,4,0,0,1,0,2,283,124,280549,30,3164,89,58.87488519
홍천중앙시장,강원도 홍천군 홍천읍 홍천로 8길 17,127.8863054,37.6911355,107,26,0,2,0,0,1,1,0,0,0,100,69192,2,210,329,58.85422324
(주)서시장,전라남도 여수시 좌수영로 16-6,127.7286116,34.7417762,209,83,0,1,4,0,0,1,0,1,241,191,280549,30,3164,89,58.76810741
녹차골보성향토시장(보성읍5일시장),전라남도 보성군 보성읍 현충로 42-1,127.0772332,34.7656449,98,0,0,2,0,0,0,1,0,5,433,101,40494,16,649,62,58.61071365
괴정골목시장,부산광역시 사하구 사하로 198,128.9937132,35.0993264,147,12,3,0,4,1,0,0,0,1,62,147,312840,30,2312,135,58.58071223
충무동골목시장,부산광역시 서구 충무대로267번길 5(충무동1가),129.0236703,35.0943448,177,13,2,0,22,0,0,1,1,1,149,180,108119,19,2060,52,58.55983047
충무동새벽시장,부산광역시 서구 해안새벽시장길 68(남부민동),129.024753,35.093227,147,7,2,0,22,0,0,1,1,1,149,310,108119,19,2060,52,58.55983047
충무동해안시장,부산광역시 서구 자갈치로 14-12(충무동1가),129.0259926,35.0958756,173,13,3,0,24,0,0,1,1,3,196,155,108119,19,2060,52,58.55583047
동두천제일시장,경기도 동두천시 정장로 11-12,127.0522286,37.9051733,66,91,1,2,0,0,0,1,1,19,751,19,94199,4,285,331,58.54888905
다대씨-파크,부산광역시 사하구 다대동로 20,128.971977,35.0551534,245,0,2,0,4,0,0,0,0,0,0,245,312840,30,2312,135,58.52932334
영동전통시장,서울특별시 강남구 논현동 140,127.0236774,37.5099424,114,84,4,5,3,0,0,0,1,1,192,109,539838,10,950,568,58.37493138
양산남부시장,경상남도 양산시 중부동 423-5,129.0372299,35.3424518,187,82,0,2,2,0,0,1,1,9,358,231,351797,7,768,458,58.31752531
오류전통시장,대전광역시 중구 계룡로882번길 72,127.4079642,36.3219718,52,112,2,2,3,0,0,1,1,11,309,61,236492,21,2660,89,58.26922473
신성종합시장(건물형),서울특별시 광진구 영화사로 12,127.0886852,37.5580282,16,83,4,0,2,0,0,1,0,0,0,19,347285,12,871,399,58.21170131
송라시장,대구광역시 동구 동부로5길 10,128.615312,35.874485,48,128,0,2,2,0,1,3,0,2,73,60,342432,46,2991,114,58.17290211
동두천큰시장,경기도 동두천시 큰시장로 52,127.052096,37.900442,106,113,2,2,0,0,0,1,1,14,676,98,94199,4,285,331,58.12031438
부곡상가시장,부산광역시 금정구 부곡로107,129.0913686,35.2256268,60,74,2,0,11,1,0,2,1,2,263,85,233303,16,1383,169,57.97263668
거제고현시장,경상남도 거제시 고현동 98-27,128.6236298,34.8862411,70,82,0,2,1,0,0,0,1,19,361,265,245956,10,731,336,57.79253561
서문시장2지구종합상가,대구광역시 중구 큰장로26길25,128.5794896,35.8687595,1548,125,5,1,1,0,0,3,0,10,1753,97,76727,40,9744,8,57.54828515
서문시장5지구,대구광역시 중구 큰장로26길 6,128.5784546,35.8680525,242,125,5,1,1,0,0,3,0,10,1753,91,76727,40,9744,8,57.54828515
서문시장건해산물상가,대구광역시 중구 큰장로 26안길5,128.5794628,35.8681197,100,131,5,1,1,0,0,3,0,10,1753,91,76727,40,9744,8,57.54828515
직지시장,충청북도 청주시 흥덕구 직지대로 639번길 88,127.4663289,36.6465894,55,53,0,2,0,0,0,2,0,1,424,60,265311,8,552,481,57.54335201
서문시장4지구종합대체상가(베네시움),대구광역시 중구 달성로 18,128.582741,35.8666798,1220,118,7,0,1,0,0,3,0,9,1743,1494,76727,40,9744,8,57.45312083
진주동성상가,경상남도 진주시 진주대로 901,128.0891979,35.1807455,333,64,0,2,1,1,0,1,0,0,0,325,347795,18,3724,93,57.42850809
연천시장,부산광역시 연제구 과정로276번길28,129.0979673,35.1894941,93,5,1,0,5,1,1,1,1,1,53,39,209688,16,876,239,57.27075436
효자시장,경상북도 포항시 남구 효자동 301-1,129.3315927,36.0079953,208,33,0,2,0,0,4,2,0,13,305,116,230573,13,828,278,57.25721518
상대종합시장,경상북도 포항시 남구 양학천로 76번길13,129.3610251,36.0199036,40,58,0,2,0,0,0,3,1,32,674,41,230573,13,828,278,57.20947173
진도상설장시장,전라남도 진도군 진도읍 남동1길 57-8,126.2648637,34.4813815,17,0,0,2,0,0,0,1,0,0,0,21,30748,11,266,116,57.11468259
온천인정시장,부산광역시 동래구 온천장로119번길 44-10,129.0829522,35.222169,129,98,1,0,10,0,0,2,1,0,0,128,271187,28,2517,108,57.11325558
여수수산물특화시장,전라남도 여수시 남산로 60-31,127.7328759,34.7368183,257,89,0,1,5,0,0,1,1,4,190,204,280549,30,3164,89,57.11261227
송경종합시장,대구광역시 달서구 앞산순환로49길 73,128.5515291,35.8271689,78,90,2,2,0,0,0,2,0,16,211,20,560354,70,5484,102,57.05821778
금강시장,부산광역시 동래구 아시아드대로208번길 48,129.0685675,35.2015922,50,47,4,0,8,0,1,1,1,0,0,50,271187,28,2517,108,57.03759495
사직시장,부산광역시 동래구 사직북로34번길 48,129.062309,35.1999797,140,32,2,0,7,0,1,1,1,0,0,140,271187,28,2517,108,57.03759495
금정상가시장,부산광역시 동래구 충렬대로108번길 81,129.0737944,35.2032315,32,55,8,0,9,1,0,1,1,0,0,31,271187,28,2517,108,57.017813
동래시장,부산광역시 동래구 동래시장길14,129.0859369,35.2037993,343,62,5,0,10,0,0,1,1,0,0,382,271187,28,2517,108,57.017813
명장시장,부산광역시 동래구 명장로64번길 12,129.1074642,35.2040009,46,6,1,0,6,0,0,1,1,0,0,46,271187,28,2517,108,57.017813
서원시장,부산광역시 동래구 충렬대로359번길 55,129.0990252,35.2003821,52,19,4,0,7,0,0,1,1,0,0,54,271187,28,2517,108,57.017813
수안인정시장,부산광역시 동래구 충렬대로245번길 8,129.086576,35.201486,210,61,6,0,9,0,0,1,1,0,0,210,271187,28,2517,108,57.017813
신정시장,부산광역시 동래구 아시아드대로134번길 62,129.0694819,35.1967888,56,45,6,0,8,1,0,1,1,0,0,45,271187,28,2517,108,57.017813
안락상가시장,부산광역시 동래구 충렬대로410번길 21,129.1032867,35.1955571,59,18,2,0,5,0,0,1,1,0,0,59,271187,28,2517,108,57.017813
충렬상가시장,부산광역시 동래구 충렬대로459번길 73-10,129.1099539,35.1981191,58,19,1,0,5,0,0,1,1,0,0,53,271187,28,2517,108,57.017813
대평리시장,대구광역시 서구 문화로49길 25,128.5589253,35.8780864,75,82,0,2,3,1,0,1,1,3,111,149,171060,28,3962,43,56.88461362
해운대시장,부산광역시 해운대구 구남로41번길 22-1,129.162316,35.1614017,109,0,4,0,4,0,1,1,1,11,355,103,402518,23,1980,203,56.84733179
삼척번개시장,강원도 삼척시 중앙로 14-27,129.1785992,37.4309052,17,31,0,2,0,0,0,1,0,0,0,53,65409,4,416,157,56.82078726
자유시장,강원도 원주시 중앙시장길 11,127.9494414,37.3542745,488,66,0,2,0,0,0,1,0,5,404,454,353928,8,1329,266,56.76049202
화천재래시장,강원도 화천군 화천읍 하리 50-7,127.7065145,38.1039156,97,13,0,2,0,0,0,1,0,0,0,100,24868,1,100,249,56.51430815
장전상가시장,부산광역시 금정구 부산대학로49번길 13,129.0860197,35.2306325,57,76,2,0,9,2,0,2,1,1,185,45,233303,16,1383,169,56.4230079
거성시장,부산광역시 연제구 아시아드대로56,129.0682053,35.1898594,54,51,4,0,5,1,0,0,1,0,0,25,209688,16,876,239,56.3925823
신부시장,경상남도 거제시 신부로3길 9,128.7300897,34.8680971,54,37,0,2,0,0,0,1,0,0,0,45,245956,10,731,336,56.36159843
구서오시게시장,부산광역시 금정구 구서로12,129.0897585,35.2473374,93,54,1,0,6,1,0,1,1,2,150,106,233303,16,1383,169,56.34149389
덕신1차시장,울산광역시 울주군 온산읍 온덕1길 25,129.3093531,35.4352339,53,74,0,0,1,0,0,0,0,7,960,51,222540,14,720,309,56.20643309
옥수동새시장,경상남도 거제시 능포로 136-2,128.7321261,34.8757292,50,25,0,2,0,0,0,1,0,3,103,40,245956,10,731,336,56.12180478
옥수시장,경상남도 거제시 옥수로2길 10,128.7308539,34.8753492,59,28,0,2,0,0,0,1,0,3,103,40,245956,10,731,336,56.12180478
중리시장,대전광역시 대덕구 중리북로31번길 26,127.4263882,36.3655918,160,117,0,2,1,0,0,1,0,2,81,213,176293,10,2446,72,56.10458578
세아프라자상가,경기도 동두천시 큰시장로 64,127.0503666,37.9005272,368,104,1,2,0,0,1,1,1,11,486,34,94199,4,285,331,56.04509262
남해전통시장,경상남도 남해군 남해읍 화전로110,127.8943768,34.840602,125,0,0,2,0,1,0,1,0,3,57,105,43033,5,188,229,55.95808593
금촌명동로시장,경기도 파주시 명동길 53,126.77336,37.7633056,60,122,1,4,0,0,0,1,0,0,0,62,464453,7,818,568,55.72572517
금촌문화로시장,경기도 파주시 문화로 89-1,126.7748756,37.7622492,135,127,1,4,0,0,0,1,0,1,10,133,464453,7,818,568,55.72572517
금촌전통시장,경기도 파주시 금정 24길 18-6,126.7738821,37.7626173,93,129,1,4,0,0,0,1,0,1,10,96,464453,7,818,568,55.72572517
하대원공설시장,경기도 성남시 중원구 마지로 118,127.1422556,37.4274426,100,61,0,2,0,0,0,1,0,1,15,21,242157,2,84,2883,55.52471873
양양전통시장,강원도 양양군 양양읍 남문5길 9,128.623532,38.0750578,68,30,0,2,0,0,0,1,0,0,0,64,27926,2,264,106,55.43342174
단대전통시장,경기도 성남시 중원구 광명로289,127.1579391,37.4445045,156,123,2,2,0,0,1,0,0,3,907,74,215975,14,1503,144,55.41652794
당진전통시장,충청남도 당진시 당진시장길 100,126.6296105,36.8899278,172,81,0,2,0,0,0,1,0,0,0,175,166145,6,580,286,55.22314698
능곡전통시장,경기도 고양시 덕양구 토당동 347,126.8207805,37.6213497,78,81,1,4,0,0,0,0,0,0,0,78,476341,2,137,3477,55.18119885
적성전통시장,경기도 파주시 적성면 청송로 1023,126.9186552,37.9545758,74,44,0,2,0,0,0,0,0,0,0,82,464453,7,818,568,55.18119885
덕신2차시장,울산광역시 울주군 온산읍 신온7길 69,129.3100508,35.4293497,24,63,0,0,1,0,1,0,0,4,1036,24,222540,14,720,309,55.11172639
홍성상설장시장,충청남도 홍성군 홍성읍 아문길 60,126.6641656,36.5997433,96,0,0,2,0,0,0,1,1,8,652,92,99890,9,1020,98,55.05163357
샘고을시장,전라북도 정읍시 태평6길 25,126.8551026,35.5628841,322,41,0,2,0,0,0,2,0,4,362,298,108681,9,1343,81,55.00041096
연수상가,충청북도 충주시 예성로 319,127.9332528,36.9847834,190,98,0,2,1,0,1,1,0,1,63,65,210313,21,3285,64,54.96572182
거창시장,경상남도 거창군 거창읍 중앙로 140,127.9139336,35.6868015,283,0,0,2,0,0,0,1,0,2,74,372,61409,4,421,146,54.94884784
군포역전시장,경기도 군포시 군포로548-1,126.9470029,37.3548971,58,105,1,0,3,0,0,1,0,8,275,57,274309,3,463,592,54.94715738
원당전통시장,경기도 고양시 덕양구 성사동 697-14,126.8372617,37.6562835,68,148,1,2,0,0,0,2,0,1,10,59,476341,2,137,3477,54.91757981
동성타워프라자,서울특별시 중랑구 봉화산로 221,127.0972841,37.6079759,83,88,3,2,3,0,0,0,1,0,0,53,395194,23,2040,194,54.84110665
사가정시장,서울특별시 중랑구 면목로44길 16,127.0893781,37.5810732,135,95,3,2,3,1,0,0,1,0,0,40,395194,23,2040,194,54.84110665
신아타운,서울특별시중랑구봉화산로194(신내동),127.0947203,37.6064515,155,81,1,2,3,0,0,0,1,0,0,140,395194,23,2040,194,54.84110665
음성시장,충청북도 음성군 음성읍 문화1길 14,127.6921289,36.9381643,281,6,0,2,0,0,0,1,0,0,0,174,93310,10,1024,91,54.75474463
고성공룡시장,경상남도 고성군 고성읍 성내로112번길 75-8,128.3234132,34.9726893,96,0,0,2,0,0,0,1,0,0,0,100,51442,4,504,102,54.73192174
고성시장,경상남도 고성군 고성읍 서외리 1-6,128.3232111,34.9769898,320,0,0,2,0,0,0,1,0,0,0,310,51442,4,504,102,54.73192174
정자시장,경기도 수원시 장안구 수성로261번길 16(정자동),127.0008832,37.2906493,150,83,0,2,0,0,0,2,0,0,0,150,274148,4,636,431,54.71919367
구례상설장시장,전라남도 구례군 구례읍 구례1길 45-6,127.4657609,35.2096266,38,0,0,2,0,0,0,1,0,0,0,157,25577,4,496,52,54.66912955
고창전통시장,전라북도 고창군 고창읍 동리로 62-11,126.6987728,35.4326628,67,32,0,2,0,0,0,1,0,3,124,72,54486,7,384,142,54.63685703
정남진장흥토요시장,전라남도 장흥군 장흥읍 토요시장1길 53,126.9027571,34.6758559,122,9,0,2,0,0,0,1,0,0,0,143,37819,5,233,162,54.63457006
상대원시장,경기도 성남시 중원구 희망로344번길 6,127.1587691,37.4359863,87,124,0,2,0,0,0,0,0,4,437,80,215975,14,1503,144,54.62545713
부안상설장시장,전라북도 부안군 부안읍 부풍로 47,126.7328456,35.7268414,190,22,0,2,0,0,0,1,0,0,0,168,52237,4,410,127,54.60086618
평창올림픽시장(평창전통시장),강원도 평창군 평창읍 평창시장1길 10,128.3946613,37.3668101,70,10,0,2,0,0,0,1,0,1,20,71,41665,4,302,138,54.59983322
중부프라자,충청남도 금산군 금산읍 비범로 19,127.4909318,36.1046072,20,0,0,2,0,0,0,1,0,1,10,17,51443,16,1762,29,54.58618592
금산국제인삼시장(금산인삼국제시장),충청남도 금산군 금산읍 인삼약초로 45,127.4979704,36.1015635,203,0,0,2,0,0,0,1,0,0,0,203,51443,16,1762,29,54.51153571
금산수삼센타,충청남도 금산군 금산읍 인삼약초로 24,127.4960561,36.1004559,295,0,0,2,0,0,0,1,0,0,0,333,51443,16,1762,29,54.51153571
금산시장,충청남도 금산군 금산읍 금산천길 98,127.4911643,36.0995429,140,0,0,2,0,0,0,1,0,0,0,79,51443,16,1762,29,54.51153571
금산약초시장,충청남도 금산군 금산읍 비단로 144,127.4954678,36.1004083,31,0,0,2,0,0,0,1,0,0,0,31,51443,16,1762,29,54.51153571
금산인삼쇼핑센타,충청남도 금산군 금산읍 인삼광장로 47,127.4989483,36.1014774,53,0,0,2,0,0,0,1,0,0,0,52,51443,16,1762,29,54.51153571
금산인삼전통시장,충청남도 금산군 금산읍 건삼전1길 20-8,127.4922246,36.1004577,69,0,0,2,0,0,0,1,0,0,0,75,51443,16,1762,29,54.51153571
강남시장,경기도 부천시 옥산로154번길 20,126.7813066,37.5072218,110,136,2,2,0,0,0,2,0,1,145,107,819990,19,1910,429,54.50325391
합정시장,경상남도 창원시 의창구 의안로49번길 30,128.6206912,35.2661834,10,56,0,0,0,0,0,0,0,3,131,30,262743,18,1587,166,54.43006047
성정시장,충청남도 천안시 서북구 양지21길 31,127.1392115,36.8126444,67,85,1,2,0,0,1,1,0,2,59,53,400708,4,463,865,54.34891684
섬유제품관,대구광역시 북구 유통단지로 60,128.6096088,35.9062673,146,88,0,0,4,0,1,1,1,6,395,699,440736,52,9067,49,54.34373293
홍성전통시장,충청남도 홍성군 홍성읍 홍성천길 242,126.6683384,36.6021059,220,0,0,2,0,0,0,1,1,8,551,139,99890,9,1020,98,54.34174957
전기재료관,대구광역시 북구 산격동 1665,128.6074855,35.9053137,141,80,0,0,4,0,0,1,1,5,370,120,440736,52,9067,49,54.08010358
전기조명관,대구광역시 북구 유통단지로50,128.6083193,35.905697,83,84,0,0,4,0,0,1,1,5,370,83,440736,52,9067,49,54.08010358
전자관,대구광역시 북구 산격동 1621,128.6069903,35.9071999,1011,96,0,0,4,0,0,1,1,5,370,1011,440736,52,9067,49,54.08010358
안동구시장,경상북도 안동시 번영1길 55,128.727912,36.5658137,266,65,0,2,0,1,0,1,1,8,975,234,158803,22,2003,79,54.04842456
신영주번개시장,경상북도 영주시 휴천동 330,128.6222094,36.8111581,37,49,0,2,0,1,0,2,1,9,414,51,103272,23,1887,55,54.04059228
운암시장,광주광역시 북구 대자로 87,126.8820076,35.1733655,101,50,0,2,0,0,2,2,0,3,127,54,431256,13,1281,337,53.98457974
우이시장,서울특별시 강북구 노해로 23길 68,127.0199841,37.6460135,8,103,0,0,0,1,2,2,0,1,62,13,308569,25,1588,194,53.93967602
관문상가시장,대구광역시 남구 대명서7길 24-3,128.5579741,35.8355936,294,108,3,2,0,0,0,2,0,5,183,290,146658,47,4097,36,53.92724596
관문시장,대구광역시 남구 대명서7길 24-3,128.5579741,35.8355936,122,108,3,2,0,0,0,2,0,5,183,31,146658,47,4097,36,53.92724596
고산미소시장,전라북도 완주군 고산면 남봉로 134,127.2054426,35.9742433,32,33,0,0,2,0,0,0,0,2,122,30,91445,6,293,312,53.90998004
영주종합시장,경상북도 영주시 선비로79번길 40-12,128.6221144,36.8132673,80,56,0,2,0,1,0,2,1,10,469,63,103272,23,1887,55,53.85080419
중앙시장,경기도 동두천시 중앙로285번길 9,127.0537439,37.9067171,191,93,2,2,0,0,0,1,1,18,651,81,186853,4,417,448,53.79582522
안지랑시장,대구광역시 남구 안지랑로16길 67,128.5751511,35.8368736,135,92,2,2,0,0,0,2,0,5,177,25,146658,47,4097,36,53.78634371
서천특화시장,충청남도 서천군 서천읍 충절로 42,126.6870868,36.0748744,280,1,0,2,0,0,0,1,0,0,0,288,51926,10,872,60,53.72028828
북문시장,경상북도 안동시 북문옥정길 25,128.7326187,36.5685245,81,45,0,2,0,1,0,1,1,10,718,89,158803,22,2003,79,53.63866941
순천시아랫장(순천아랫장),전라남도 순천시 장평로 60,127.4954863,34.9451816,202,130,0,2,3,0,2,1,1,1,19,206,282618,17,1197,236,53.57389305
방신전통시장,서울특별시 강서구 방화동로16길32,126.8126578,37.571514,123,113,2,0,4,0,0,0,1,0,0,123,581909,15,1368,425,53.47830448
