시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
자유시장,강원도 원주시 중앙시장길 11,127.9494414,37.3542745,488,12,54,0,0,1,1,0,0,0,0,0,5,404,1,0,0,0,1,2,454,353928,8,1329,266
자유시장,경상남도 진주시 도동천로 95,128.1103655,35.1801151,123,14,53,0,0,0,1,1,1,1,0,0,1,10,0,2,1,0,1,1,174,347795,18,3724,93
자유시장,전라남도 목포시 자유로 122,126.4032764,34.7929149,164,18,63,0,0,0,1,1,0,0,0,0,2,162,1,1,1,0,1,2,168,224973,14,2106,107
자인공설시장,경상북도 경산시 자인면 자인로 206-4,128.8229071,35.8165952,107,16,39,0,0,0,0,0,0,1,1,0,3,346,3,0,0,2,0,0,171,262988,10,1377,191
작전시장,인천광역시 계양구 봉오대로677번길 20,126.7243357,37.5325156,100,33,147,1,2,0,0,0,3,4,1,1,7,364,4,4,1,0,1,3,131,297148,4,519,573
장량성도시장,경상북도 포항시 북구 용두산길 54,129.3813753,36.0684271,55,10,35,0,0,0,0,0,0,0,0,0,2,81,1,0,0,2,0,1,65,272566,21,2289,119
장량시장,경상북도 포항시 북구 성실로 12,129.3772713,36.0654282,24,10,37,0,0,0,0,0,0,0,0,0,1,638,27,0,0,0,1,1,31,272566,21,2289,119
장림골목시장,부산광역시 사하구 장림시장 5길 95,128.9676826,35.0804632,83,0,0,0,1,0,0,0,1,13,12,0,2,197,2,2,1,0,0,1,91,312840,30,2312,135
장림시장,부산광역시 사하구 장림번영로 22,128.967743,35.0809315,37,0,0,0,1,0,0,0,1,13,12,0,2,197,5,2,1,0,0,1,37,312840,30,2312,135
장미원골목시장,서울특별시 강북구 삼양로 464,127.0160361,37.6446381,108,19,94,0,0,0,0,0,0,0,0,1,2,240,2,0,0,0,2,2,103,308569,25,1588,194
장미제일시장,서울특별시 중랑구 동일로143길 38,127.0763771,37.6051831,56,22,70,1,3,1,1,0,1,4,3,0,0,0,0,1,1,0,0,1,37,395194,23,2040,194
장성시장,부산광역시 금정구 수림로61번길 53,129.0855839,35.2374958,28,12,41,1,2,0,0,0,9,15,6,1,0,0,0,0,0,1,2,2,34,233303,16,1383,169
장성중앙시장,강원도 태백시 장성1길 190,129.0096547,37.1005735,51,6,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,42800,2,198,216
장승백이전통시장,인천광역시 남동구 인주대로888번길 35,126.7353122,37.4465675,116,49,96,1,2,0,0,0,0,3,3,0,1,16,0,0,0,2,0,2,113,526337,8,1284,410
장안문거북시장,경기도 수원시 장안구 영화동 250-1,127.0141138,37.2931391,139,22,70,0,0,0,1,1,0,0,0,0,2,593,4,1,1,1,1,3,139,274148,4,636,431
장위전통시장,서울특별시 성북구 장위동 68-225,127.0507053,37.6120706,91,29,121,0,2,0,0,0,0,1,1,2,3,80,1,1,1,0,0,3,265,438051,15,1607,273
장유전통시장(장유중앙시장),경상남도 김해시 장유로 287-22,128.8146467,35.2004929,113,24,74,0,0,0,0,0,2,2,0,0,1,40,0,1,1,0,0,1,110,542350,12,1232,440
장전상가시장,부산광역시 금정구 부산대학로49번길 13,129.0860197,35.2306325,57,21,55,1,2,0,0,0,9,15,6,2,1,185,3,1,1,0,2,2,45,233303,16,1383,169
장천시장,경상북도 구미시 장천면 상장5길 4,128.4934408,36.1256364,73,11,26,0,0,0,0,0,0,1,1,0,1,16,0,0,0,0,0,0,64,416279,33,5256,79
장평종합시장,경상남도 거제시장평로37,128.6130851,34.8908471,112,19,53,0,0,1,1,0,1,2,1,0,5,84,1,1,1,0,0,0,100,245956,10,731,336
장항전통시장,충청남도 서천군 장항읍 성화로 104,126.6942255,36.0157143,114,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,107,51926,10,872,60
장호원전통시장,경기도 이천시 장호원읍 장감로77번길 14,127.6312556,37.118086,69,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,219525,3,238,922
재송시장,부산광역시 해운대구 재송1로60번길 16,129.1236325,35.1866717,68,6,16,1,1,0,0,0,2,9,7,0,8,147,2,3,1,0,1,3,62,402518,23,1980,203
재송한마음시장,부산광역시 해운대구 재반로 81-20,129.1246014,35.1860678,83,7,15,1,1,0,0,0,1,9,8,0,8,147,2,3,1,0,1,3,65,402518,23,1980,203
적성전통시장,경기도 파주시 적성면 청송로 1023,126.9186552,37.9545758,74,16,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,464453,7,818,568
전곡재래시장,경기도 연천군 전곡읍 전곡로172번길 14,127.0683668,38.0274754,61,24,44,0,0,0,0,0,1,1,0,0,5,384,6,0,0,0,0,0,65,43531,1,65,670
전기재료관,대구광역시 북구 산격동 1665,128.6074855,35.9053137,141,32,80,0,0,0,0,0,4,7,3,0,5,370,3,1,1,0,1,4,120,440736,52,9067,49
전기조명관,대구광역시 북구 유통단지로50,128.6083193,35.905697,83,30,84,0,0,0,0,0,4,7,3,0,5,370,4,1,1,0,1,4,83,440736,52,9067,49
전농로터리시장,서울특별시 동대문구 전농로 15길 7,127.0569581,37.5779263,85,14,60,0,1,0,0,0,1,2,1,1,0,0,0,1,1,0,1,4,75,343377,38,5801,59
전의왕의물시장,세종특별자치시 전의면 장터길33,127.2058091,36.6777424,77,33,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,353430,4,477,741
전자관,대구광역시 북구 산격동 1621,128.6069903,35.9071999,1011,28,68,0,0,0,0,0,4,7,3,0,5,370,0,1,1,0,1,3,1011,440736,52,9067,49
전자상가,대구광역시 북구 유통단지로25,128.6054303,35.9060271,369,28,62,0,0,0,0,0,4,7,3,0,3,259,1,1,1,0,1,3,369,440736,52,9067,49
전주남부시장,전라북도 전주시 완산구 풍남문1길 19,127.1477973,35.8129211,327,15,55,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,4,350,339973,16,3060,111
전주신중앙시장(신중앙시장),전라북도 전주시 완산구 태평5길 33,127.1434724,35.8240936,168,14,57,0,0,1,1,0,0,0,0,0,3,449,3,1,1,0,2,4,180,339973,16,3060,111
전주중앙상가,전라북도 전주시 완산구 태평3길 70,127.1420232,35.8250747,370,16,53,0,0,1,1,0,0,0,0,0,1,68,0,1,1,1,2,4,440,339973,16,3060,111
전통중앙도매상가,대전광역시 동구 원동 20-49,127.4337011,36.3298202,120,63,178,1,3,0,1,1,3,4,1,0,8,1241,10,0,0,0,1,1,82,222446,33,3884,57
전포놀이터시장,부산광역시 부산진구 전포동197-6,129.0670113,35.1589885,67,4,37,0,7,0,0,0,2,4,2,1,1,10,0,3,1,0,1,3,80,359375,52,10181,35
점촌역전상점가,경상북도 문경시 점촌동 166-6,128.202341,36.5957208,152,10,16,0,0,0,0,0,0,0,0,0,11,723,5,2,1,0,1,1,110,71213,11,775,92
점촌전통시장 (구 신흥시장),경상북도 문경시 신흥시장길 19,128.2041995,36.6011971,107,6,14,0,0,0,0,0,0,0,0,0,5,207,2,0,0,1,1,1,110,71213,11,775,92
정남진장흥토요시장,전라남도 장흥군 장흥읍 토요시장1길 53,126.9027571,34.6758559,122,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,143,37819,5,233,162
정릉시장,서울특별시 성북구 장위동 68-225,127.0507053,37.6120706,114,29,121,0,2,0,0,0,0,1,1,2,3,80,1,1,1,0,0,3,118,438051,15,1607,273
정릉아리랑시장,서울특별시 성북구 정릉로26가길 36,127.0110386,37.6027705,54,43,118,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,83,438051,15,1607,273
정산시장,충청남도 청양군 정산면 정현길 54,126.9479541,36.4110834,59,4,8,0,0,0,0,0,0,1,1,0,2,76,1,0,0,0,0,0,48,30816,7,423,73
정서진중앙시장,인천광역시 서구 원창로239번길 11,126.6759542,37.5185759,128,29,98,1,2,0,0,0,1,3,2,0,0,0,0,0,0,0,1,3,128,542611,6,689,788
정선사북시장,강원도 정선군 사북읍 사북2길 6 - 1,128.8162135,37.2273442,60,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,36937,4,555,67
정선아리랑시장,강원도 정선군 정선읍 봉양7길 39,128.6652394,37.3804027,170,6,15,0,0,1,1,0,0,0,0,0,1,70,0,0,0,0,2,2,308,36937,4,555,67
정왕시장,"경기도 시흥시 정왕시장길 51,52",126.7485611,37.3458097,74,28,96,0,2,0,0,0,0,0,0,0,3,742,10,1,1,1,0,0,74,497925,4,332,1500
정우새어시장,경상남도 창원시 마산합포구 어시장7길126,128.5786936,35.2040588,73,21,53,0,0,0,0,0,1,1,0,0,1,5,0,3,1,0,1,1,97,174933,20,4773,37
정원시장,대전광역시 동구 원동 64-1,127.4320571,36.3291995,90,67,172,1,3,0,1,1,3,4,1,0,13,1552,17,0,0,0,1,1,59,222446,33,3884,57
정읍연지시장(정읍제2시장),전라북도 정읍시 연지시장 3길 50-12,126.845924,35.5737296,47,20,39,0,0,1,1,0,0,0,0,0,3,224,5,1,1,0,2,2,40,108681,9,1343,81
정이있는구포시장,부산광역시 북구 구포시장길 1,129.003683,35.2092413,1036,17,32,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1036,284872,11,2536,112
정자시장,경기도 수원시 장안구 수성로261번길 16(정자동),127.0008832,37.2906493,150,20,83,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,150,274148,4,636,431
제2경주중심상가시장,경상북도 경주시 원효로 89,129.2106531,35.8421562,530,14,47,0,0,1,1,0,0,0,0,0,1,100,0,0,0,0,2,2,520,253468,31,6195,41
제일쇼핑시장,경기도 과천시 별양상가 2로 14,126.9930137,37.4273288,76,29,62,1,2,0,0,0,0,1,1,0,29,1516,20,1,1,0,1,1,102,62026,2,237,262
제일시장,경기도 여주시 하동 180-1,127.6316945,37.2988978,67,7,24,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,19,94199,4,285,331
제일시장,서울특별시 은평구 통일로 731(대조동),126.9294767,37.6106186,48,30,82,2,4,0,0,0,1,2,1,0,0,0,0,1,1,0,1,2,32,480617,16,1150,418
제일시장,인천광역시 미추홀구 한나루로 604,126.6729775,37.4598679,64,16,70,0,4,0,0,0,1,4,3,0,7,246,4,0,0,0,2,4,72,402392,20,2973,135
제일시장,전라남도 여수시 학동2길 7-4,127.6646438,34.7642173,63,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61,280549,30,3164,89
제일시장상가,경상북도 구미시 1공단로 192,128.3841735,36.1016478,47,21,56,0,0,0,0,0,0,0,0,0,5,222,5,0,0,0,0,1,72,416279,33,5256,79
제일종합시장,강원도 춘천시 약사고개길13,127.7260805,37.877468,187,18,61,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,154,282544,8,775,365
제일평화시장,서울특별시 중구 마장로 13(신당동),127.0113679,37.5684618,850,25,75,2,12,0,0,0,0,3,3,0,4,135,0,1,1,0,2,6,1000,125505,62,21039,6
제주동문수산시장,제주특별자치도 제주시 오현길 81,126.5250484,33.5120186,94,17,60,0,0,0,0,0,0,0,0,0,2,33,0,1,1,0,1,2,0,492072,20,94,5235
제주시동문공설시장,제주특별자치도 제주시 동문로 4길9,126.5282331,33.5120835,68,23,58,0,0,0,0,0,0,0,0,0,6,66,1,1,1,0,1,2,0,492072,20,81,6075
제주시동문재래시장,제주특별자치도 제주시 관덕로14길 20,126.5260356,33.5115615,300,17,58,0,0,0,0,0,0,0,0,0,5,84,0,1,1,0,1,2,0,492072,20,300,1640
제주시서문공설시장,제주특별자치도 제주시 서문로4길 13-2,126.5179133,33.5113564,100,20,57,0,0,0,0,0,0,0,0,0,2,16,0,1,1,0,1,2,0,492072,20,100,4921
제주칠성로상점가(칠성로상점가),제주특별자치도 제주시 관덕로 13길 12,126.5261658,33.5140334,203,22,54,0,0,0,0,0,0,0,0,0,1,10,0,1,1,0,1,2,0,492072,20,300,1640
제천고추시장,충청북도 제천시 신월동 1138-1,128.1747891,37.1562252,86,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,133115,16,2552,52
제천약초시장,충청북도 제천시 원화산로 121,128.2194705,37.1276659,60,13,47,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,74,133115,16,2552,52
제천역전한마음시장,충청북도 제천시 내토로 28길 3-1,128.2069381,37.1294637,71,19,72,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,111,133115,16,2552,52
제천중앙시장,충청북도 제천시 풍양로 108,128.211291,37.1366381,776,20,79,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,776,133115,16,2552,52
조공시장,경기도 부천시 괴안동 40,126.805285,37.4802195,58,72,263,0,2,0,0,0,0,0,0,1,1,239,4,1,1,0,0,2,58,819990,19,1910,429
조암시장,경기도 화성시 우정읍 조암남로 8,126.8170267,37.0821747,420,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,853106,6,2289,373
조양시장(건물형),서울특별시 광진구 아차산로 30길 39,127.0674074,37.538904,31,24,66,2,3,0,0,0,0,2,2,0,0,0,0,1,1,1,2,3,30,347285,12,871,399
조원시장,경기도 수원시 장안구 조원로89번길 8(조원동),127.015345,37.3007815,125,18,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,139,274148,4,636,431
종로신진시장,서울특별시종로구종로36길15(종로5가),127.0040205,37.5702202,55,29,93,1,8,0,0,0,1,3,2,1,3,94,2,0,0,0,2,6,115,149549,36,20299,7
종합제일시장,경상북도 구미시 구미중앙로9길 7,128.3296512,36.130318,61,22,85,0,0,0,1,1,0,0,0,0,4,129,2,0,0,0,1,1,82,416279,33,5256,79
좌동재래시장,부산광역시 해운대구 좌동로91번길 20,129.1744479,35.1730836,71,0,0,2,5,0,0,0,2,4,2,0,4,142,2,1,1,0,1,2,71,402518,23,1980,203
주례럭키종합상가,부산광역시 사상구 가야대로 284번길 12,129.0029317,35.1480972,64,2,9,2,4,0,1,1,1,12,11,2,4,300,5,2,1,0,0,1,64,213178,33,11709,18
주례현대무지개상가,부산광역시 사상구 주례로 93,129.0054743,35.1451376,117,0,7,0,4,0,1,1,2,13,11,2,0,0,0,2,1,0,0,1,80,213178,33,11709,18
주문진건어물시장,강원도 강릉시 주문진읍 해안로1748,128.8287284,37.8911781,98,15,25,0,0,0,0,0,1,2,1,0,3,364,4,0,0,0,0,0,98,213189,7,898,237
주문진수산시장,강원도 강릉시주문진읍 시장1길 4 - 1,128.8279734,37.890769,102,15,23,0,0,0,0,0,1,2,1,0,3,364,4,0,0,0,0,0,92,213189,7,898,237
주문진종합시장,강원도 강릉시 주문진읍 구시장길 8 - 1,128.8268984,37.891218,64,15,25,0,0,0,0,0,1,3,2,0,4,374,6,0,0,1,0,0,66,213189,7,898,237
주암시장,전라남도 순천시 주암면 주암호길 5,127.2352666,35.0761076,73,4,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50,282618,17,1197,236
죽도농산물시장,경상북도 포항시 북구 죽도시장2길 18,129.3679683,36.0345777,530,19,69,0,0,0,1,1,0,0,0,0,79,2568,5,1,1,0,3,3,707,272566,21,2289,119
죽도시장,경상북도 포항시 북구 죽도시장13길 13,129.3675285,36.0360968,510,17,68,0,0,0,1,1,0,0,0,0,91,2730,5,1,1,0,3,3,35,272566,21,2289,119
죽도어시장,경상북도 포항시 북구 죽도시장길32,129.3690653,36.0351329,250,17,70,0,0,0,1,1,0,0,0,0,73,2366,9,1,1,0,3,3,35,272566,21,2289,119
죽변시장,경상북도 울진군 죽변면 죽변중앙로 168-14,129.4222554,37.05902,64,0,0,0,0,0,0,0,0,0,0,0,5,337,5,0,0,0,0,0,52,48743,14,666,73
죽산시장,경기도 안성시 죽산면 중서길 8-9,127.423376,37.0759673,110,11,23,0,0,0,0,0,0,0,0,0,1,100,1,0,0,1,0,0,76,186853,4,417,448
죽전로데오상점가전통시장,경기도 용인시 수지구 용구대로 2725-1,127.1080714,37.3287654,110,28,110,1,1,0,0,0,0,0,0,0,1,483,4,2,1,0,1,1,100,375947,1,100,3759
줄포시장,전라북도 부안군 줄포면 부안로 865,126.676862,35.5876029,30,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52237,4,410,127
중곡제일전통시장(중곡제일시장),서울특별시 광진구 긴고랑로11길 14,127.0817999,37.5638676,139,30,92,1,3,0,0,0,2,3,1,0,0,0,0,0,0,0,0,3,135,347285,12,871,399
중랑교종합상가,서울특별시 중랑구 망우로 32길 23,127.0771284,37.5929529,71,21,93,1,3,1,1,0,2,5,3,0,0,0,0,2,1,0,0,1,78,395194,23,2040,194
중랑동부시장(동부골목시장),서울특별시 중랑구 중랑천로10길 61,127.0763419,37.5924512,133,23,88,1,3,1,1,0,2,5,3,0,0,0,0,2,1,0,0,1,127,395194,23,2040,194
중리시장,대전광역시 대덕구 중리북로31번길 26,127.4263882,36.3655918,160,22,117,0,0,1,1,0,1,6,5,0,2,81,1,0,0,0,1,4,213,176293,10,2446,72
중마시장,전라남도 광양시 중마중앙로 88,127.6989571,34.9380855,82,33,108,0,0,0,0,0,2,3,1,0,1,10,0,2,1,0,0,0,51,150680,11,831,181
중부농수산물시장,경기도 안양시 만안구 안양로248번길23,126.9256036,37.3959192,18,47,145,0,1,0,0,0,0,3,3,2,0,0,0,2,1,0,1,3,1438,239947,2,1605,149
중부시장,서울특별시중구을지로36길35(오장동),127.001837,37.5650388,510,17,79,5,12,0,0,0,0,3,3,1,3,525,1,0,0,1,2,6,481,125505,62,21039,6
중부프라자,충청남도 금산군 금산읍 비범로 19,127.4909318,36.1046072,20,0,0,0,0,1,1,0,0,0,0,0,1,10,1,0,0,0,1,1,17,51443,16,1762,29
중앙도매시장,대전광역시 동구 대전로 783,127.4331907,36.3295474,104,62,180,1,3,0,1,1,3,4,1,0,8,1241,12,0,0,0,1,1,84,222446,33,3884,57
중앙로상점가,제주특별자치도 제주시 이도일동 1460,126.5239936,33.5101217,229,18,63,0,0,0,0,0,0,0,0,0,3,68,0,1,1,0,1,2,0,492072,20,229,2149
중앙먹통시장,전라남도 목포시 삼일로13번길 18-2,126.3818064,34.7940194,67,25,63,0,0,0,0,0,0,0,0,0,5,321,5,0,0,0,0,1,78,224973,14,2106,107
중앙메가프라자,대전광역시 동구 중앙로 200번길 99,127.4339576,36.3267031,104,38,172,0,3,0,1,1,3,4,1,0,9,1247,12,0,0,0,1,1,195,222446,33,3884,57
중앙상가,경상북도 포항시 북구 중앙상가길64,129.3661676,36.0401768,1600,26,65,0,0,0,0,0,0,0,0,0,73,1795,1,1,1,0,1,3,228,272566,21,2289,119
중앙상가시장,대전광역시 동구 대전로791번길 38,127.4311298,36.3295917,200,69,178,2,2,0,1,1,3,4,1,0,12,1470,7,0,0,0,1,1,443,222446,33,3884,57
중앙선어시장,전라남도 여수시 중앙동 366,127.7368753,34.7394504,40,40,98,0,0,0,1,1,5,5,0,0,5,327,8,0,0,2,1,1,29,280549,30,3164,89
중앙시민전통시장,강원도 원주시 중앙시장길 31-3,127.9496918,37.3512379,78,14,53,0,0,0,1,1,0,0,0,0,5,314,4,0,0,0,2,2,84,353928,8,1329,266
중앙시장,강원도 강릉시 금성로21,128.8986329,37.7540276,310,12,49,0,0,1,1,0,0,0,0,0,9,1062,3,0,0,2,2,2,176,282544,8,775,365
중앙시장,경기도 동두천시 중앙로285번길 9,127.0537439,37.9067171,191,36,93,0,2,1,1,0,0,1,1,0,18,651,3,1,1,0,1,1,81,186853,4,417,448
중앙시장,경기도 안성시 장기로45번길 30,127.2688071,37.0065659,63,24,63,0,0,1,1,0,0,0,0,1,11,677,11,2,1,0,1,1,81,186853,4,417,448
중앙시장,경기도 안양시 만안구 냉천로 196,126.9196159,37.3976307,166,54,147,0,1,0,0,0,0,3,3,1,0,0,0,2,1,0,1,3,81,186853,4,417,448
중앙시장,경기도 평택시 중앙시장로 18-4,127.0523657,37.0798822,180,20,77,0,1,1,1,0,0,0,0,0,7,357,2,0,0,0,1,1,81,186853,4,417,448
중앙시장,경상북도 김천시 중앙시장길 19,128.1249618,36.1192419,100,25,50,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,279,192612,5,586,329
중앙시장,대구광역시 북구 태전로 15,128.5449043,35.9216573,38,47,129,1,2,0,0,0,3,5,2,2,0,0,0,0,0,0,1,1,36,440736,52,9067,49
중앙시장,인천광역시 동구 중앙로 68,126.6333501,37.4753283,120,28,82,1,1,0,0,0,0,0,0,0,15,507,4,2,1,0,1,2,82,62747,9,10525,6
중앙시장,전라남도 순천시 남내동 119-1,127.4845207,34.9532757,30,55,135,0,0,1,1,0,2,5,3,0,6,178,6,0,0,0,1,1,28,282618,17,1197,236
중앙시장,전라남도 여수시 중앙로 43,127.7325689,34.7405949,131,36,94,0,0,0,1,1,5,5,0,0,6,533,4,0,0,0,1,1,28,282618,17,1197,236
중앙시장,전라북도 익산시 창인동1가 137-1,126.9501097,35.9417187,122,12,46,0,0,1,1,0,0,0,0,0,4,174,1,1,1,0,1,2,28,282618,17,1197,236
중앙시장,충청북도 청주시 상당구 중앙로 18,127.489184,36.638804,70,46,97,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,120,100249,12,1425,70
중앙시장(창원중앙시장),경상남도 창원시 성산구 중앙동 8-10,128.6719407,35.2301689,225,8,39,0,0,0,1,1,2,2,0,1,7,254,1,3,1,0,1,1,35,215143,19,2837,76
중앙신시장,경상북도 안동시 대안로98-15,128.724185,36.5650884,320,15,52,0,0,1,1,0,0,1,1,0,10,513,2,2,1,0,1,1,313,158803,22,2003,79
중앙어울림시장,충청북도 충주시 예성로 168,127.9336234,36.971915,54,32,81,0,0,0,1,1,0,1,1,0,2,184,3,1,1,0,1,1,95,210313,21,3285,64
중앙전통시장,울산광역시 중구 옥교동 275-4,129.3222862,35.5551835,232,29,86,0,0,0,1,1,0,0,0,0,3,895,4,0,0,0,2,3,324,218096,36,4106,53
중앙종합시장,대전광역시 동구 중교로 119(원동),127.4322393,36.3286596,76,61,172,1,3,0,1,1,3,4,1,0,9,1238,16,0,0,0,1,1,120,222446,33,3884,57
중평시장,대구광역시 서구 서대구로 17길16,128.5539194,35.8653289,77,28,110,0,1,0,1,1,1,4,3,1,8,397,5,1,1,0,2,7,56,171060,28,3962,43
증산종합시장,서울특별시 은평구 증산로3길 12(증산동),126.9050656,37.5814717,76,16,69,1,4,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,76,480617,16,1150,418
증평장뜰재래시장,충청북도 증평군 증평읍 장뜰로 58-1,127.5829529,36.7833968,91,9,21,0,0,0,0,0,3,3,0,0,24,492,5,0,0,0,1,1,95,36960,2,185,200
지귀시장,경상남도 창원시 의창구 창이대로 205번길8-3,128.6598288,35.2457758,67,19,50,0,0,1,1,0,2,2,0,0,0,0,0,2,1,0,1,1,67,262743,18,1587,166
지동시장,경기도 수원시 팔달구 팔달문로 19(지동),127.0196123,37.2779024,232,24,62,0,0,1,1,0,0,0,0,0,1,223,1,2,1,1,2,3,221,174709,13,2049,85
지리산나들이장터,전라남도 구례군 산동면 지리산온천로 126,127.4444948,35.3114713,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,130,25577,4,496,52
지리산함양시장,경상남도 함양군 함양읍 용평 중앙길 20,127.7035661,35.4999648,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,39076,5,203,192
지산목련시장(지산종합시장),대구광역시 수성구 용학로42길 9(지산동),128.6320743,35.8209588,158,24,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,33,424947,19,946,449
직지시장,충청북도 청주시 흥덕구 직지대로 639번길 88,127.4663289,36.6465894,55,12,41,0,0,1,1,0,0,0,0,0,1,424,8,0,0,0,2,2,60,265311,8,552,481
진교공설시장,경상남도 하동군 진교면 선창길 24,127.904176,35.0269806,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44911,21,1212,37
진남시장,전라남도 여수시 학동1길 10,127.6641302,34.764252,80,28,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,280549,30,3164,89
진도상설장시장,전라남도 진도군 진도읍 남동1길 57-8,126.2648637,34.4813815,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21,30748,11,266,116
진동시장,경상남도 창원시 마산합포구 진동면 진동리237-11,128.4879759,35.1135674,25,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,174933,20,4773,37
진동전통시장,경상남도 창원시 마산합포구 진동면 진동시장길 62,128.4872942,35.1133087,78,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,174933,20,4773,37
진보시장,경상북도 청송군 진보면 진안남2길 9-1,129.0464307,36.5283604,110,0,0,0,0,0,0,0,0,0,0,0,4,286,3,0,0,0,0,0,78,25077,8,173,145
진부전통시장,강원도 평창군 진부면 진부새싹길 28 - 7,128.5579295,37.6382134,107,8,10,0,0,0,0,0,0,0,0,0,7,308,3,0,0,0,0,0,102,41665,4,302,138
진안고원시장,전라북도 진안군 진안읍시장1길16,127.424698,35.7919688,67,6,14,0,0,1,1,0,0,2,2,0,16,913,14,0,0,1,0,0,60,25351,3,168,151
진영전통시장,경상남도 김해시 진영읍 진영리 235-16,128.7306252,35.3021842,76,26,75,0,0,0,0,0,0,2,2,0,1,22,0,0,0,0,0,0,71,542350,12,1232,440
진주논개시장,경상남도 진주시 진양호로569번길 12,128.0872259,35.1950527,322,27,57,0,0,1,1,0,1,1,0,0,0,0,0,2,1,0,1,1,303,347795,18,3724,93
진주동성상가,경상남도 진주시 진주대로 901,128.0891979,35.1807455,333,14,50,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,325,347795,18,3724,93
진주중앙시장,경상남도 진주시 대안동 8-600,128.0848746,35.1939005,495,23,68,0,0,1,1,0,1,2,1,0,0,0,0,2,1,0,1,1,845,347795,18,3724,93
진천중앙시장,충청북도 진천군 진천읍 중앙동6길 23,127.4423747,36.8568615,54,27,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,64,83621,3,208,402
진해중부시장,경상남도 창원시 진해구 중초로 20,128.6815611,35.1548382,107,13,43,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,103,192612,5,586,329
진해중앙시장,경상남도 창원시 진해구 벚꽃로 60번길 19-4,128.6652318,35.1511159,347,17,61,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,279,192612,5,586,329
진흥종합시장,인천광역시 부평구 부평동 252-52,126.7266709,37.4969684,63,45,160,1,3,0,0,0,4,5,1,0,9,668,11,4,1,0,2,4,95,495882,7,1176,422
창녕상설장시장,경상남도 창녕군 창녕읍 창녕시장길 66,128.4973398,35.5402264,72,0,0,0,0,1,1,0,0,0,0,0,11,400,6,0,0,0,1,1,0,61400,4,34,1806
창녕시장,경상남도 창녕군 창녕읍 술정리44-1,128.4971918,35.5412636,50,0,0,0,0,1,1,0,0,0,0,0,11,425,9,0,0,0,1,1,0,61400,4,34,1806
창동골목시장,서울특별시 도봉구 덕릉로58길 16,127.0391532,37.6384043,62,15,87,0,0,0,0,0,0,0,0,0,3,112,2,0,0,0,2,3,60,326082,11,767,425
