시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
금성상가시장,부산광역시 동래구 우장춘로4번길 23-8,129.0719374,35.2081605,15,19,54,2,6,0,0,0,10,12,2,0,0,0,0,2,1,0,1,2,14,271187,28,2517,108
금오시장,경상북도 구미시 금오시장로13,128.3405877,36.1261144,253,37,86,0,0,1,1,0,0,0,0,0,3,106,0,0,0,0,1,1,258,416279,33,5256,79
금정상가시장,부산광역시 동래구 충렬대로108번길 81,129.0737944,35.2032315,32,10,45,1,8,0,0,0,9,10,1,1,0,0,0,2,1,0,1,1,31,271187,28,2517,108
금촌명동로시장,경기도 파주시 명동길 53,126.77336,37.7633056,60,32,122,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,62,464453,7,818,568
금촌문화로시장,경기도 파주시 문화로 89-1,126.7748756,37.7622492,135,40,127,1,1,2,2,0,0,0,0,0,1,10,0,0,0,0,1,3,133,464453,7,818,568
금촌전통시장,경기도 파주시 금정 24길 18-6,126.7738821,37.7626173,93,38,129,1,1,2,2,0,0,0,0,0,1,10,0,0,0,0,1,3,96,464453,7,818,568
금호공설시장,경상북도 영천시 금호읍 금호로 101,128.8733239,35.9316508,43,34,68,0,0,0,0,0,0,0,0,0,2,159,4,0,0,0,0,0,41,101904,6,513,199
금호시장,경기도 성남시 분당구 내정로 165번길 38,127.1166551,37.3762535,170,28,74,1,1,0,0,0,0,0,0,0,1,509,3,0,0,1,0,1,170,482614,15,1322,365
기산프라자,경상남도 창원시 마산합포구 오동동14길 29,128.5808106,35.2052296,158,14,56,0,0,0,0,0,1,1,0,0,3,180,1,3,1,0,1,1,158,174933,20,4773,37
기장시장,부산광역시 기장군 기장읍 대라리 68-5,129.2154415,35.2440311,151,0,0,1,1,0,0,0,0,0,0,0,3,41,0,1,1,0,0,0,149,173918,2,181,961
길동복조리시장,서울특별시 강동구 천호대로193길 37,127.1442609,37.5370171,153,28,76,1,3,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,155,458604,13,1246,368
길음시장,서울특별시성북구동소문로227(길음동),127.0217313,37.6026254,86,33,141,1,1,0,0,0,3,3,0,0,1,146,2,6,1,0,0,3,119,438051,15,1607,273
김제전통시장,전라북도 김제시 사정거리1길20,126.8837916,35.8017377,75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,65,82623,4,230,359
김해전통시장(김해동상시장),경상남도 김해시 호계로 517번길 5-13,128.8838564,35.2362166,170,21,47,0,0,1,1,0,6,6,0,0,1,36,0,2,1,0,1,1,170,542350,12,1232,440
까치산시장,서울특별시 강서구 강서로 12길 14,126.8478789,37.531542,138,22,106,2,2,0,0,0,0,5,5,0,3,835,6,0,0,2,1,2,145,581909,15,1368,425
나주목사고을시장,전라남도 나주시 청동길 14,126.723908,35.0367867,132,8,15,0,0,1,1,0,9,11,2,0,0,0,0,0,0,0,1,1,164,115153,6,971,119
남광시장,부산광역시 남구 홍곡로 359,129.0886174,35.1239667,57,0,0,0,0,0,0,0,0,8,8,0,3,55,1,1,1,0,3,3,47,268249,23,2012,133
남광주시장,광주광역시 동구 양림로 117,126.9207168,35.1400138,208,19,55,0,2,0,0,0,0,0,0,5,15,496,2,0,0,1,3,3,243,102645,8,1464,70
남광주해뜨는시장,광주광역시 동구 학동 61-28,126.9221666,35.1399185,50,20,60,0,3,0,0,0,0,0,0,5,14,463,9,0,0,1,3,3,60,102645,8,1464,70
남구로시장,서울특별시 구로구 구로동로26길 41,126.8864294,37.4902118,220,21,95,1,3,0,0,0,0,0,0,0,8,622,3,1,1,0,3,6,210,405194,13,1096,370
남대문시장,서울특별시 중구 남대문시장4길 21,126.9777271,37.559219,5400,39,116,1,8,0,0,0,0,3,3,1,7,181,0,3,1,0,2,6,5493,125505,62,21039,6
남동산업용품상가,인천광역시 남동구 은청로4-7,126.6935067,37.4070619,623,10,39,1,3,0,0,0,0,8,8,0,1,94,0,2,1,0,0,2,427,526337,8,1284,410
남목전통시장,울산광역시 동구 남목17길 9(동부동),129.4273949,35.5427278,105,27,36,0,0,0,0,0,0,0,0,0,5,184,2,0,0,0,0,0,49,157111,14,1086,145
남문로데오시장,경기도 수원시 팔달구 행궁로 88(교동),127.0154827,37.2746333,150,15,70,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,3,233,174709,13,2049,85
남문시장,대구광역시 중구 명륜로70,128.5919449,35.8610105,240,29,117,2,9,0,0,0,1,5,4,1,8,238,1,0,0,0,3,7,60,76727,40,9744,8
남문시장,서울특별시 금천구 시흥대로 144길 17,126.9004209,37.4737637,116,30,116,0,0,0,0,0,0,0,0,0,6,187,2,3,1,2,3,5,115,232003,9,1370,169
남문패션1번가시장,경기도 수원시 팔달구 정조로758번길 24(영동),127.0181083,37.2756283,156,18,61,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,3,156,174709,13,2049,85
남부골목시장,서울특별시 강서구 곰달래로 55길4(화곡동),126.8607321,37.5322614,160,23,94,0,2,0,0,0,0,5,5,0,1,138,1,2,1,0,1,4,175,581909,15,1368,425
남부시장,경상북도 포항시 남구 상공로43,129.3561522,36.0126228,61,16,44,0,0,1,1,0,0,0,0,0,17,391,6,1,1,0,2,3,35,230573,13,828,278
남부시장,대구광역시 남구 현충로 19길43,128.5773967,35.8412703,93,24,72,1,3,1,1,0,0,1,1,1,4,120,1,0,0,0,2,8,25,146658,47,4097,36
남부종합시장,서울특별시 서초구 방배중앙로 27길 17,126.9848921,37.4949013,134,33,75,0,2,0,3,3,4,7,3,0,1,52,0,0,0,0,0,3,84,425431,4,185,2300
남부화곡시장,서울특별시 강서구 화곡동 830-1,126.8589662,37.5330643,22,41,97,0,2,0,0,0,0,5,5,0,1,138,6,2,1,0,1,4,22,581909,15,1368,425
남성시장,경상북도 상주시 남성4길 43,128.16204,36.4143548,130,9,15,0,0,1,1,0,0,0,0,0,10,379,3,0,0,0,1,1,130,97483,14,849,115
남성시장,서울특별시동작구동작대로29길8(사당동),126.9815686,37.4881509,140,29,105,2,3,0,2,2,5,7,2,0,0,0,0,0,0,0,0,3,140,391896,22,1372,286
남성역골목시장,서울특별시 동작구 사당로 16가길 19,126.9723217,37.4829889,76,25,85,1,3,0,0,0,2,6,4,1,0,0,0,0,0,0,1,1,78,391896,22,1372,286
남양시장,경기도 화성시 남양읍 남양시장로 61,126.8159865,37.208893,450,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,404,853106,6,2289,373
남양주장현 전통시장,경기도 남양주시 진접읍 장현로 88번길 5-15,127.1827749,37.718363,175,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,712900,2,127,5613
남원공설시장,전라북도 남원시 금하정2길 53-4,127.3747419,35.4041724,152,17,37,0,0,1,1,0,1,1,0,0,0,0,0,2,1,0,1,1,144,80784,6,506,160
남창옹기종기시장,울산광역시울주군온양읍남창장터길24,129.2949652,35.5338397,21,20,74,0,0,0,0,0,0,0,0,0,3,1837,87,1,1,2,0,2,102,222540,14,720,309
남천해변시장,부산광역시 수영구 광안해변로15번길 77,129.1091201,35.1391585,160,0,0,2,4,0,0,0,1,4,3,1,2,103,1,1,1,0,2,4,220,176885,38,2851,62
남평화시장,서울특별시 중구 장충단로 282-10(신당동),127.0108378,37.5691692,770,22,75,2,10,0,0,0,0,3,3,0,4,135,0,1,1,0,2,6,520,125505,62,21039,6
남포동건어물도매시장,부산광역시 중구 용미길10번길1,129.0347787,35.0968376,127,4,9,1,3,0,0,0,22,30,8,0,5,122,1,2,1,0,1,2,140,41501,30,6993,6
남항시장,부산광역시 영도구 절영로 49번길 73-5,129.0422672,35.0888952,249,0,0,0,0,0,0,0,16,26,10,0,4,140,1,2,1,0,2,2,272,113621,6,968,117
남해전통시장,경상남도 남해군 남해읍 화전로110,127.8943768,34.840602,125,0,0,0,0,1,1,0,0,0,0,1,3,57,0,0,0,0,1,1,105,43033,5,188,229
내덕자연시장,충청북도 청주시 청원구 공항로 58번길 14,127.4886477,36.6624132,45,33,106,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,2,44,193973,8,641,303
내수전통시장,충청북도 청주시 청원구 내수읍 내수로 726,127.5360064,36.7262678,60,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,193973,8,641,303
내일전통시장,경상남도 밀양시 내일동 174-9,128.7533475,35.4933262,120,20,58,0,0,1,1,0,3,4,1,0,0,0,0,1,1,0,1,1,122,104868,6,421,249
내토전통시장,충청북도 제천시 용두천로 11길 5,128.2124074,37.137357,61,23,77,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,57,133115,16,2552,52
노룬산골목시장(인정시장),서울특별시 광진구 자양동 681-37,127.0862391,37.5321762,46,14,53,0,2,0,0,0,0,2,2,0,0,0,0,2,1,1,1,2,135,347285,12,871,399
노룬산시장(건물형),서울특별시 광진구 자양동 44-2,127.0648577,37.5364871,20,22,64,0,3,0,0,0,0,2,2,0,0,0,0,1,1,0,2,3,21,347285,12,871,399
녹동전통시장,전라남도 고흥군 도양읍 녹동남촌1길 24,127.1383352,34.5278947,72,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,64013,5,321,199
녹차골보성향토시장(보성읍5일시장),전라남도 보성군 보성읍 현충로 42-1,127.0772332,34.7656449,98,0,0,0,0,1,1,0,0,0,0,0,5,433,4,0,0,0,1,1,101,40494,16,649,62
논공중앙시장,대구광역시 달성군 논공읍 용호로2길 12,128.4465746,35.7283223,60,14,40,0,0,0,0,0,0,0,0,0,4,229,4,0,0,0,0,0,50,258945,10,413,627
농산물종합시장(중앙청과시장),충청북도 충주시 목행산단7로 24,127.9229097,37.0043414,187,7,16,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,257,210313,21,3285,64
능곡전통시장,경기도 고양시 덕양구 토당동 347,126.8207805,37.6213497,78,34,81,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,78,476341,2,137,3477
다대씨-파크,부산광역시 사하구 다대동로 20,128.971977,35.0551534,245,0,0,1,2,0,0,0,4,9,5,0,0,0,0,0,0,0,0,0,245,312840,30,2312,135
단대전통시장,경기도 성남시 중원구 광명로289,127.1579391,37.4445045,156,30,123,1,2,1,1,0,0,1,1,0,3,907,6,0,0,1,0,0,74,215975,14,1503,144
단양구경시장(단양인정시장),충청북도 단양군 단양읍 도전5길 31,128.3699323,36.9824956,120,17,23,0,0,1,1,0,0,2,2,0,5,445,4,0,0,0,1,1,120,29239,8,504,58
달서송림시장,대구광역시 달서구 구마로 176,128.5470444,35.8365181,45,36,128,0,2,1,1,0,0,1,1,1,9,328,7,1,1,0,3,4,45,560354,70,5484,102
달서시장,대구광역시 달서구 당산로 35,128.544204,35.8403887,215,44,126,0,0,1,1,0,0,1,1,1,5,185,1,1,1,0,2,4,212,560354,70,5484,102
답십리건축자재시장,서울특별시 동대문구 고미술로 49,127.0532983,37.5674359,120,17,76,1,4,0,0,0,0,1,1,0,2,39,0,0,0,0,2,4,79,343377,38,5801,59
답십리시장,서울특별시 동대문구 답십리동 66-39,127.0580705,37.5732047,57,18,70,0,1,0,0,0,1,2,1,0,0,0,0,1,1,0,1,4,62,343377,38,5801,59
답십리현대시장,서울특별시 동대문구 전농로 4길 38,127.0586495,37.5667759,93,18,62,0,3,0,0,0,1,2,1,0,2,92,1,0,0,0,2,4,53,343377,38,5801,59
당감골목시장,부산광역시 부산진구 당감로 16번길 22,129.0408664,35.1632812,131,7,23,0,2,0,0,0,1,4,3,0,0,0,0,2,1,0,0,1,115,359375,52,10181,35
당감새시장,부산광역시 부산진구 백양대로 60번길 64,129.0421848,35.1650997,107,8,19,0,0,0,0,0,0,4,4,0,0,0,0,2,1,0,0,1,133,359375,52,10181,35
당감시장,부산광역시 부산진구 백양대로60번길 39-9,129.0418732,35.1639035,43,8,22,0,2,0,0,0,1,4,3,0,0,0,0,2,1,0,0,1,43,359375,52,10181,35
당리시장,부산광역시 사하구 제석로62번길 16,128.9753816,35.1054336,52,5,13,1,3,0,0,0,2,12,10,0,2,89,2,0,0,0,1,2,52,312840,30,2312,135
당진전통시장,충청남도 당진시 당진시장길 100,126.6296105,36.8899278,172,27,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,175,166145,6,580,286
대곡시장,대구광역시 달서구 도원로24,128.5354602,35.8075926,77,44,96,0,0,0,0,0,0,0,0,0,1,26,0,1,1,0,0,3,72,560354,70,5484,102
대구능금시장,대구광역시 북구 칠성남로 197-15,128.6019545,35.8771394,136,52,143,1,1,0,1,1,5,6,1,0,21,1931,14,3,1,0,3,4,136,440736,52,9067,49
대구대동시장,대구광역시 달서구 상원로 22-24,128.5377891,35.8116562,102,20,114,0,2,0,0,0,0,0,0,0,4,75,1,2,1,1,0,3,107,560354,70,5484,102
대구예전우시장,대구광역시 달서구 야외음악당로47길 105,128.5615994,35.8583982,104,34,94,1,2,0,2,2,1,5,4,0,5,206,2,1,1,0,2,7,73,560354,70,5484,102
대구청과시장,대구광역시 북구 칠성시장로 34,128.6039366,35.8771115,116,44,142,1,1,0,1,1,5,6,1,0,20,1685,15,1,1,0,3,4,116,440736,52,9067,49
대덕읍전통시장(대덕시장),전라남도 장흥군 대덕읍 거정2길 10,126.8874133,34.4993634,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146658,47,4097,36
대동그린코아상가,경상남도 창원시 성산구 창원천로 292,128.6700493,35.244647,72,18,65,0,0,0,1,1,2,2,0,0,4,142,2,0,0,0,1,1,68,215143,19,2837,76
대동씨코아상가시장,경상남도 창원시 마산합포구 월영동로8,128.5624586,35.1797249,120,30,53,0,0,0,0,0,1,1,0,1,1,17,0,1,1,0,0,0,233,174933,20,4773,37
대동중앙상가,경상남도 창원시 의창구 반계로 93,128.6158369,35.2535885,42,18,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,49,262743,18,1587,166
대동훼미리코아상가,경상남도 창원시 성산구 대정로 138,128.7080828,35.2110334,122,30,82,0,0,0,0,0,0,2,2,0,4,101,1,0,0,0,0,1,100,215143,19,2837,76
대림골목시장,서울특별시 은평구 응암로 12길 8,126.9174719,37.5878843,80,38,125,1,2,0,0,0,0,0,0,2,0,0,0,1,1,1,2,4,100,480617,16,1150,418
대림상가,서울특별시 중구 을지로 201(을지로4가),127.0003973,37.5668917,220,28,86,3,16,0,0,0,0,3,3,1,4,681,3,0,0,0,2,6,351,125505,62,21039,6
대림시장,서울특별시 은평구 응암로4길 20,126.9178321,37.586473,66,31,129,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,4,78,480617,16,1150,418
대림중앙시장,서울특별시영등포구대림동 1028-4,126.8962659,37.5264087,100,21,116,2,5,0,0,0,0,0,0,0,3,261,3,4,1,0,1,4,84,378276,24,5119,74
대명신시장,대구광역시 남구 성당로60길 46,128.5766414,35.8577411,118,18,96,0,5,0,1,1,1,7,6,0,3,113,1,1,1,0,4,6,120,146658,47,4097,36
대명중앙시장,대구광역시 남구 대명로20길 56,128.5677011,35.8368009,27,26,99,2,2,1,1,0,0,1,1,0,3,53,2,0,0,1,2,6,14,146658,47,4097,36
대방덕산1차상가,경상남도 창원시 성산구 대정로 131,128.7065939,35.2128629,69,31,72,0,0,0,0,0,0,2,2,0,7,397,6,0,0,0,1,1,67,215143,19,2837,76
대산종합시장,충청남도 서산시 대산읍 충의로 1942,126.4339459,36.9380064,65,14,22,0,0,0,0,0,0,0,0,0,13,389,6,0,0,0,0,0,48,175487,7,725,242
대소시장,충청북도 음성군 대소면 오산로 36,127.4850149,36.9665543,130,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,93310,10,1024,91
대송농수산물시장,울산광역시 동구 대송8길 6(화정동),129.4206509,35.4992118,90,28,83,0,0,1,1,0,0,0,0,1,13,653,7,1,1,2,1,1,120,157111,14,1086,145
대신시장,부산광역시 서구 대영로 78(동대신동1가),129.0197019,35.1103421,97,5,10,1,2,0,0,0,22,28,6,0,0,0,0,0,0,0,1,1,98,108119,19,2060,52
대신시장,서울특별시 영등포구 도신로 60길 7,126.9173979,37.5108452,176,29,104,0,3,0,0,0,0,0,0,0,1,17,0,2,1,0,3,5,108,378276,24,5119,74
대연시장,부산광역시 남구 못골로 56,129.0884219,35.1356595,77,0,0,4,4,0,0,0,1,5,4,2,5,61,1,0,0,0,3,3,93,268249,23,2012,133
대원종합시장,서울특별시 강서구 화곡로21길 78,126.8364769,37.5444861,30,22,81,2,2,0,0,0,1,5,4,1,3,151,5,0,0,2,0,1,36,581909,15,1368,425
대인시장,광주광역시 동구 제봉로 194번길 7-1,126.9167333,35.154112,297,16,73,1,3,0,0,0,0,0,0,0,58,1641,6,4,1,1,1,4,360,102645,8,1464,70
대전도매시장,대전광역시 동구 중동 76-1,127.4329186,36.330204,118,60,176,1,3,0,1,1,3,4,1,0,10,1355,11,0,0,0,1,2,140,222446,33,3884,57
대전상가시장,대전광역시 동구 충무로 185,127.4366549,36.321786,60,31,139,0,0,0,0,0,3,4,1,0,6,176,3,0,0,0,1,1,93,222446,33,3884,57
대조시장,서울특별시 은평구 불광로 8(대조동)3층 303호,126.9276151,37.6093222,108,30,94,2,4,0,0,0,1,2,1,0,0,0,0,1,1,1,1,2,102,480617,16,1150,418
대천항종합수산물시장,충청남도 보령시 대천항로 370,126.5061097,36.326602,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,100249,12,1425,70
대평리시장,대구광역시 서구 문화로49길 25,128.5589253,35.8780864,75,24,82,0,0,1,1,0,3,6,3,1,3,111,1,2,1,0,1,5,149,171060,28,3962,43
대해불빛시장,경상북도 포항시 남구 중앙로67번길 7,129.3686275,36.0188077,105,15,48,0,0,1,1,0,0,0,0,0,18,392,4,1,1,0,3,3,108,230573,13,828,278
덕계종합상설장시장,경상남도 양산시 덕계2길 7,129.1471381,35.369725,138,23,60,0,0,0,0,0,0,1,1,0,3,217,2,1,1,0,0,0,229,351797,7,768,458
덕산그린피아상가,경상남도 창원시 성산구 중앙동 98-6,128.6760117,35.221646,84,10,57,0,0,0,0,0,2,2,0,1,9,100,1,3,1,0,1,1,74,215143,19,2837,76
덕산면전통시장,충청북도 제천시 덕산면 약초로 3길 24,128.167871,36.908643,54,7,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,51,133115,16,2552,52
덕신1차시장,울산광역시 울주군 온산읍 온덕1길 25,129.3093531,35.4352339,53,23,51,0,0,0,0,0,1,1,0,0,7,960,18,0,0,0,0,0,51,222540,14,720,309
덕신2차시장,울산광역시 울주군 온산읍 신온7길 69,129.3100508,35.4293497,24,24,39,0,0,0,0,0,1,1,0,0,4,1036,43,0,0,1,0,0,24,222540,14,720,309
덕양시장,전라남도 여수시 소라면 덕양리 1270-1,127.6318315,34.7978923,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,280549,30,3164,89
덕이동패션1번지,경기도 고양시 일산서구 덕이동 384-1,126.7558688,37.6929168,64,27,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,302981,2,147,2061
덕천시장,부산광역시 북구 덕천동 411-5,129.0134269,35.2111882,112,5,25,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,36,284872,11,2536,112
덕풍전통시장,경기도 하남시 수리북로 22,127.2029161,37.5415364,128,51,151,1,1,0,0,0,3,3,0,0,3,115,1,5,1,0,1,2,185,291075,3,409,712
덕하시장(덕하공설시장),울산광역시 울주군 청량읍 덕하장터길 9,129.3059261,35.4916754,22,16,30,0,0,0,0,0,0,0,0,0,1,47,2,0,0,1,0,0,51,222540,14,720,309
도계전두시장,강원도 삼척시 도계읍 전두리 81-20,129.042851,37.2290977,46,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65409,4,416,157
도계중앙시장,강원도 삼척시 도계읍 도계리 390-1,129.0450868,37.2351423,30,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,65409,4,416,157
도깨비시장,전라남도 여수시 학동서5길 18,127.6565531,34.7632482,80,17,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56,280549,30,3164,89
도남시장,제주특별자치도 제주시 신성로7길 13,126.5284054,33.496813,104,9,53,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,2,2,0,492072,20,104,4731
도마큰시장,대전광역시 서구 도마동 132-13,127.3813616,36.3158077,465,25,100,0,0,1,1,0,0,7,7,0,0,0,0,1,1,1,0,2,494,478872,8,3048,157
도원시장,대구광역시 달서구 도원동 1437-1,128.5369094,35.8075411,54,36,96,0,0,0,0,0,0,0,0,0,1,26,0,1,1,1,0,3,54,560354,70,5484,102
도일시장,경기도 시흥시 거모동 1669-22,126.7840785,37.3395033,55,9,46,0,0,0,0,0,0,0,0,0,2,73,1,1,1,0,0,1,54,497925,4,332,1500
도평시장,경상북도 청송군 현동면 도평2길 21,129.0170907,36.2901275,26,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,0,0,0,25077,8,173,145
도화전통시장,전라남도 고흥군 도화면 동신길 16-6,127.321883,34.5097954,14,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,64013,5,321,199
돈암시장,서울특별시 성북구 동소문로 18길 12-3,127.0157147,37.5916818,103,28,128,1,3,0,0,0,3,3,0,1,1,200,2,0,0,0,1,4,113,438051,15,1607,273
돌고래시장,경기도 성남시 분당구 수내동 53,127.1221111,37.3711941,138,32,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,138,482614,15,1322,365
돌곶이시장(구 석관황금시장),서울특별시 성북구 한천로 73길 33,127.0616676,37.6095092,93,22,72,1,4,0,0,0,1,4,3,1,0,0,0,1,1,0,0,1,87,438051,15,1607,273
동구시장,대구광역시 동구 효목동 533,128.639628,35.8741146,123,31,103,0,0,2,2,0,1,3,2,0,2,44,0,1,1,0,1,4,121,342432,46,2991,114
동남상가,서울특별시 영등포구 영등포로 37길4,126.9056287,37.520531,60,47,110,1,2,0,0,0,0,0,0,0,1,172,3,4,1,1,2,5,72,378276,24,5119,74
동대구시장,대구광역시 북구 대현로20길 30,128.6089287,35.8811152,83,20,100,0,1,0,1,1,4,6,2,0,2,96,1,1,1,0,3,4,73,440736,52,9067,49
동대구신시장,대구광역시 북구 대현로20길 30,128.6089287,35.8811152,103,20,100,0,1,0,1,1,4,6,2,0,2,96,1,1,1,0,3,4,105,440736,52,9067,49
동대구역전시장,대구광역시 동구 동부로 16길 18,128.6205369,35.8742058,32,49,123,0,1,1,2,1,2,5,3,0,12,479,15,0,0,0,4,4,27,342432,46,2991,114
동대문종합시장,서울특별시 종로구 종로 266,127.0078458,37.5702884,4300,25,88,2,10,0,0,0,1,3,2,0,5,143,0,1,1,0,3,6,4093,149549,36,20299,7
동대문종합시장 신관(동대문쇼핑타운),서울특별시 종로구 종로 266(종로6가),127.0078458,37.5702884,400,25,88,2,10,0,0,0,1,3,2,0,5,143,0,1,1,0,3,6,319,149549,36,20299,7
동대문종합시장D동상가,서울특별시 종로구 종로 266,127.0078458,37.5702884,1150,25,88,2,10,0,0,0,1,3,2,0,5,143,0,1,1,0,3,6,1087,149549,36,20299,7
동대신1동골목시장,부산광역시 서구 대영로 74번길 4(동대신동1가),129.0191966,35.1102832,50,5,11,1,2,0,0,0,22,28,6,0,0,0,0,0,0,0,1,1,43,108119,19,2060,52
동두천제일시장,경기도 동두천시 정장로 11-12,127.0522286,37.9051733,66,34,91,0,1,1,1,0,0,1,1,0,19,751,11,1,1,0,1,1,19,94199,4,285,331
동두천큰시장,경기도 동두천시 큰시장로 52,127.052096,37.900442,106,34,113,1,2,1,1,0,0,0,0,0,14,676,6,1,1,0,1,1,98,94199,4,285,331
동래시장,부산광역시 동래구 동래시장길14,129.0859369,35.2037993,343,21,41,1,5,0,0,0,10,11,1,0,0,0,0,3,1,0,1,2,382,271187,28,2517,108
동마산시장,경상남도 창원시 마산 회원구 합성남8길 76,128.6817216,35.2279599,84,19,51,0,0,0,0,0,2,2,0,0,7,73,1,4,1,0,1,1,131,191730,15,1051,182
동문시장,충청북도 제천시 용두천로 125,128.2135362,37.1385084,57,20,69,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,53,133115,16,2552,52
동문시장㈜,서울특별시 종로구 종로44길 14,127.0113538,37.5703809,340,23,79,4,10,0,0,0,0,3,3,0,2,49,0,1,1,0,2,6,398,149549,36,20299,7
동문시장(주),제주특별자치도 제주시 동문로 16,126.5283077,33.5127606,81,25,59,0,0,0,0,0,0,0,0,0,4,36,0,1,1,0,1,2,0,492072,20,94,5235
동방시장,부산광역시 수영구 민락동161-7,129.1212778,35.1591204,30,0,0,0,6,0,0,0,3,4,1,0,0,0,0,1,1,0,1,4,30,176885,38,2851,62
동부시장,광주광역시 북구 서방로19번길 20,126.9156332,35.1741489,35,10,51,0,0,0,0,0,0,0,0,2,4,422,12,4,1,0,1,2,36,431256,13,1281,337
